Date,Adj Close,Close,High,Low,Open,Volume
2000-09-26,91.4341812133789,142.625,144.875,142.625,144.46875,10500
2000-09-27,91.48429870605469,142.703125,143.53125,142.296875,143.484375,155200
2000-09-28,93.61786651611328,146.03125,146.171875,142.96875,142.96875,99100
2000-09-29,92.1253662109375,143.703125,145.4375,143.703125,145.359375,60400
2000-10-02,92.23551177978516,143.875,144.875,143.5,144.5,223700
2000-10-03,91.29393768310547,142.40625,145.703125,142.40625,144.609375,134300
2000-10-04,92.1053237915039,143.671875,144.125,142.0,142.625,90000
2000-10-05,92.49596405029297,144.28125,144.546875,143.375,143.796875,114100
2000-10-06,90.44255065917969,141.078125,144.375,140.0,144.171875,103800
2000-10-09,89.96171569824219,140.328125,141.203125,139.640625,141.125,29300
2000-10-10,88.46917724609375,138.0,141.09375,138.0,140.203125,123800
2000-10-11,87.66780090332031,136.75,138.453125,135.3125,137.59375,350200
2000-10-12,85.52420043945312,133.40625,137.5,132.8125,137.40625,155200
2000-10-13,88.06851196289062,137.375,137.59375,132.9375,133.15625,322200
2000-10-16,88.50926208496094,138.0625,138.140625,136.78125,137.5625,349600
2000-10-17,86.5459213256836,135.0,138.34375,134.578125,138.21875,157600
2000-10-18,86.39569854736328,134.765625,135.890625,131.03125,131.375,81800
2000-10-19,89.23051452636719,139.1875,139.1875,136.703125,136.75,73300
2000-10-20,89.89158630371094,140.21875,141.109375,138.78125,138.984375,177100
2000-10-23,90.18207550048828,140.671875,140.90625,139.125,139.6875,30300
2000-10-24,89.48087310791016,139.578125,141.875,139.234375,140.921875,51700
2000-10-25,87.56764221191406,136.59375,139.421875,136.3125,138.0,68600
2000-10-26,87.69791412353516,136.796875,137.515625,134.515625,136.9375,47700
2000-10-27,89.2705307006836,139.25,139.25,136.75,138.0,60200
2000-10-30,89.95166015625,140.3125,141.0,138.515625,138.515625,52500
2000-10-31,91.76470947265625,143.140625,143.71875,141.03125,141.140625,124000
2000-11-01,91.34402465820312,142.484375,143.203125,141.5,142.703125,199300
2000-11-02,91.60448455810547,142.890625,143.6875,142.65625,143.25,117100
2000-11-03,91.59443664550781,142.875,143.625,142.5,143.125,157100
2000-11-06,92.29561614990234,143.96875,144.28125,143.15625,143.28125,148000
2000-11-07,92.21548461914062,143.84375,143.9375,142.8125,143.34375,36700
2000-11-08,90.24220275878906,140.765625,144.046875,140.765625,144.046875,40700
2000-11-09,89.70126342773438,139.921875,141.015625,137.4375,139.953125,95300
2000-11-10,87.6878890991211,136.78125,139.25,136.78125,138.734375,47200
2000-11-13,86.77632141113281,135.359375,136.6875,133.21875,135.609375,74200
2000-11-14,88.92997741699219,138.71875,139.21875,137.09375,137.296875,55200
2000-11-15,89.3707275390625,139.40625,140.0,137.984375,138.90625,751900
2000-11-16,88.18865966796875,137.5625,139.53125,137.515625,138.6875,265600
2000-11-17,87.64784240722656,136.71875,138.890625,136.25,137.5625,218300
2000-11-20,86.29552459716797,134.609375,136.171875,134.5,135.796875,152700
2000-11-21,86.91657257080078,135.578125,136.046875,133.75,134.84375,159800
2000-11-22,84.7829360961914,132.25,134.78125,132.25,134.0625,36300
2000-11-24,86.26542663574219,134.5625,134.765625,133.8125,133.9375,41300
2000-11-27,86.97665405273438,135.671875,136.59375,135.421875,136.296875,68100
2000-11-28,85.84477996826172,133.90625,136.140625,133.90625,135.359375,53100
2000-11-29,85.68449401855469,133.65625,135.703125,133.5,134.328125,437000
2000-11-30,84.82301330566406,132.3125,133.078125,129.9375,132.234375,226800
2000-12-01,84.58261108398438,131.9375,133.84375,131.546875,132.875,71000
2000-12-04,85.39399719238281,133.203125,133.515625,131.6875,132.09375,93400
2000-12-05,88.2688217163086,137.6875,138.078125,134.515625,134.671875,187600
2000-12-06,86.94659423828125,135.625,138.15625,135.625,137.703125,214300
2000-12-07,85.90485382080078,134.0,135.796875,134.0,135.09375,76100
2000-12-08,86.19535827636719,134.453125,138.640625,134.453125,136.765625,115200
2000-12-11,88.90989685058594,138.6875,139.3125,136.703125,136.984375,140900
2000-12-12,88.2688217163086,137.6875,138.4375,137.484375,138.078125,43500
2000-12-13,87.32518768310547,135.78125,138.8125,135.78125,138.734375,91000
2000-12-14,86.17961883544922,134.0,135.75,134.0,135.5625,97800
2000-12-15,84.0894546508789,130.75,132.765625,130.5,132.765625,53400
2000-12-18,84.98382568359375,132.140625,133.234375,131.953125,132.53125,141700
2000-12-19,83.60710906982422,130.0,134.78125,130.0,132.15625,115200
2000-12-20,81.23556518554688,126.3125,128.640625,126.28125,128.3125,369500
2000-12-21,81.75811004638672,127.125,128.703125,125.671875,126.1875,241100
2000-12-22,84.3305892944336,131.125,131.125,128.84375,128.875,75300
2000-12-26,84.78282928466797,131.828125,131.828125,130.515625,131.03125,186400
2000-12-27,85.84801483154297,133.484375,133.484375,131.4375,131.6875,166600
2000-12-28,85.75758361816406,133.34375,133.703125,132.6875,132.875,157600
2000-12-29,84.4813461303711,131.359375,134.1875,131.359375,133.9375,250800
2001-01-02,82.76300811767578,128.6875,131.78125,127.75,131.5,174300
2001-01-03,86.88310241699219,135.09375,135.125,128.0,128.234375,194500
2001-01-04,85.89826965332031,133.5625,135.21875,133.125,134.6875,153500
2001-01-05,83.41619110107422,129.703125,133.703125,129.53125,133.703125,68400
2001-01-08,83.54683685302734,129.90625,129.90625,127.859375,129.375,167700
2001-01-09,83.56694793701172,129.9375,131.40625,129.53125,130.75,128600
2001-01-10,84.74263763427734,131.765625,131.765625,129.046875,129.171875,53600
2001-01-11,85.19482421875,132.46875,133.359375,131.15625,131.421875,295400
2001-01-12,84.97377014160156,132.125,133.53125,131.3125,132.9375,103100
2001-01-16,85.3254623413086,132.671875,132.953125,131.5,132.140625,100500
2001-01-17,85.7475357055664,133.328125,134.9375,132.734375,134.625,100600
2001-01-18,86.72222137451172,134.84375,135.546875,133.0,133.578125,69400
2001-01-19,86.42078399658203,134.375,135.96875,133.875,135.96875,39800
2001-01-22,86.51128387451172,134.515625,135.53125,133.765625,134.078125,39500
2001-01-23,87.41563415527344,135.921875,136.5,134.25,134.5625,35100
2001-01-24,87.81759643554688,136.546875,137.125,135.9375,135.9375,204800
2001-01-25,87.34527587890625,135.8125,136.9375,135.75,136.234375,137900
2001-01-26,87.315185546875,135.765625,135.953125,134.5625,135.296875,131700
2001-01-29,87.78743743896484,136.5,136.74000549316406,135.39999389648438,135.39999389648438,105100
2001-01-30,88.60427856445312,137.77000427246094,137.77999877929688,135.9199981689453,136.64999389648438,61700
2001-01-31,88.04470825195312,136.89999389648438,138.44000244140625,136.7100067138672,137.7100067138672,307700
2001-02-01,88.61064147949219,137.77999877929688,137.77999877929688,136.24000549316406,136.8300018310547,65000
2001-02-02,86.81636810302734,134.99000549316406,137.91000366210938,134.91000366210938,137.72999572753906,48500
2001-02-05,87.08642578125,135.41000366210938,135.41000366210938,134.77999877929688,135.02000427246094,29500
2001-02-06,87.10575103759766,135.44000244140625,136.5399932861328,135.3000030517578,135.8300018310547,18400
2001-02-07,86.49480438232422,134.49000549316406,135.19000244140625,133.85000610351562,135.08999633789062,52200
2001-02-08,85.69727325439453,133.25,135.25999450683594,133.25,135.00999450683594,129400
2001-02-09,84.82906341552734,131.89999389648438,133.25999450683594,131.36000061035156,133.25999450683594,61300
2001-02-12,85.65868377685547,133.19000244140625,133.2899932861328,131.86000061035156,131.91000366210938,20200
2001-02-13,85.1827621459961,132.4499969482422,133.8800048828125,132.10000610351562,133.36000061035156,33500
2001-02-14,84.81617736816406,131.8800048828125,132.42999267578125,130.75999450683594,132.42999267578125,29000
2001-02-15,85.53650665283203,133.0,133.42999267578125,132.55999755859375,132.6300048828125,54700
2001-02-16,83.89655303955078,130.4499969482422,131.11000061035156,129.74000549316406,130.5399932861328,231400
2001-02-20,82.55237579345703,128.36000061035156,130.72999572753906,128.0399932861328,130.63999938964844,43400
2001-02-21,80.85449981689453,125.72000122070312,128.5500030517578,125.58000183105469,127.66999816894531,68800
2001-02-22,80.6808090209961,125.44999694824219,126.01000213623047,123.41000366210938,125.7699966430664,294300
2001-02-23,80.23067474365234,124.75,125.44000244140625,121.9800033569336,124.3499984741211,247400
2001-02-26,81.64555358886719,126.94999694824219,126.94999694824219,124.61000061035156,125.66000366210938,58900
2001-02-27,81.3625717163086,126.51000213623047,127.62000274658203,125.68000030517578,127.01000213623047,437400
2001-02-28,79.79336547851562,124.06999969482422,126.87000274658203,123.27999877929688,126.87000274658203,94600
2001-03-01,80.09561157226562,124.54000091552734,124.54000091552734,122.0,124.04000091552734,63600
2001-03-02,79.5103530883789,123.62999725341797,125.51000213623047,122.62999725341797,122.7699966430664,38200
2001-03-05,80.1020278930664,124.55000305175781,124.55000305175781,123.88999938964844,124.19999694824219,462200
2001-03-06,81.05384063720703,126.02999877929688,127.18000030517578,125.6500015258789,126.16999816894531,1398300
2001-03-07,81.38829803466797,126.55000305175781,126.70999908447266,125.77999877929688,126.70999908447266,1012800
2001-03-08,81.6262435913086,126.91999816894531,127.11000061035156,126.2699966430664,126.69999694824219,107100
2001-03-09,79.40741729736328,123.47000122070312,125.5,123.13999938964844,125.29000091552734,2122400
2001-03-12,75.89739227294922,117.77999877929688,122.11000061035156,117.6500015258789,122.11000061035156,2014800
2001-03-13,77.14755249023438,119.72000122070312,119.9000015258789,117.36000061035156,118.87000274658203,121900
2001-03-14,75.30457305908203,116.86000061035156,118.76000213623047,115.8499984741211,117.0,148600
2001-03-15,75.65255737304688,117.4000015258789,118.45999908447266,117.19999694824219,118.27999877929688,153100
2001-03-16,74.2605972290039,115.23999786376953,117.20999908447266,115.0,117.0,119100
2001-03-19,75.60099792480469,117.31999969482422,117.56999969482422,114.94999694824219,115.91000366210938,73700
2001-03-20,73.75155639648438,114.44999694824219,118.16000366210938,114.38999938964844,117.55000305175781,49400
2001-03-21,72.488525390625,112.48999786376953,115.06999969482422,112.0,114.3499984741211,170600
2001-03-22,71.98591613769531,111.70999908447266,112.33000183105469,108.37999725341797,112.19999694824219,194400
2001-03-23,73.7451400756836,114.44000244140625,114.44000244140625,112.0,113.0,107800
2001-03-26,74.61502838134766,115.79000091552734,116.12999725341797,114.91999816894531,115.5999984741211,44200
2001-03-27,76.21961975097656,118.27999877929688,118.61000061035156,115.5199966430664,115.7300033569336,117800
2001-03-28,74.31220245361328,115.31999969482422,116.91999816894531,115.12000274658203,116.91999816894531,130700
2001-03-29,74.32508850097656,115.33999633789062,116.33000183105469,113.7300033569336,114.73999786376953,78300
2001-03-30,75.21434020996094,116.72000122070312,116.72000122070312,114.69999694824219,115.83999633789062,881200
2001-04-02,73.62267303466797,114.25,117.16000366210938,114.05000305175781,116.0999984741211,299900
2001-04-03,71.09663391113281,110.33000183105469,114.0,110.25,113.80000305175781,136600
2001-04-04,71.27706146240234,110.61000061035156,111.97000122070312,109.52999877929688,110.4000015258789,897100
2001-04-05,74.09949493408203,114.98999786376953,115.4000015258789,112.87000274658203,112.87000274658203,807200
2001-04-06,73.05563354492188,113.37000274658203,114.13999938964844,112.27999877929688,114.0,139300
2001-04-09,73.24889373779297,113.66999816894531,114.81999969482422,113.0,113.80000305175781,397800
2001-04-10,75.28522491455078,116.83000183105469,117.79000091552734,115.1500015258789,115.47000122070312,786300
2001-04-11,75.33033752441406,116.9000015258789,118.5,116.30000305175781,118.30000305175781,110900
2001-04-12,76.40648651123047,118.56999969482422,118.58000183105469,116.22000122070312,116.23999786376953,692800
2001-04-16,75.94253540039062,117.8499984741211,118.61000061035156,117.0199966430664,118.41999816894531,590400
2001-04-17,76.76090240478516,119.12000274658203,119.6500015258789,117.1500015258789,117.1500015258789,1401300
2001-04-18,80.06022644042969,124.23999786376953,125.94999694824219,120.66999816894531,121.1500015258789,244300
2001-04-19,80.87863159179688,125.51000213623047,125.69999694824219,123.69999694824219,124.19999694824219,2022100
2001-04-20,80.45331573486328,124.8499984741211,125.27999877929688,123.87000274658203,124.94999694824219,1065800
2001-04-23,78.86161804199219,122.37999725341797,123.79000091552734,122.12000274658203,123.75,56400
2001-04-24,78.30101776123047,121.51000213623047,123.69999694824219,121.19000244140625,122.5,132700
2001-04-25,79.3771743774414,123.18000030517578,123.52999877929688,121.12000274658203,121.5,152200
2001-04-26,79.73158264160156,123.7300033569336,125.12999725341797,123.5999984741211,123.6500015258789,60700
2001-04-27,81.02039337158203,125.7300033569336,125.7300033569336,124.41999816894531,124.8499984741211,852000
2001-04-30,80.67887878417969,125.19999694824219,127.33000183105469,124.91000366210938,126.25,414500
2001-05-01,81.95478057861328,127.18000030517578,127.18000030517578,124.68000030517578,125.08000183105469,61600
2001-05-02,81.80657196044922,126.94999694824219,127.56999969482422,126.1500015258789,127.56999969482422,696300
2001-05-03,80.82064056396484,125.41999816894531,125.9000015258789,124.36000061035156,125.9000015258789,951900
2001-05-04,81.9998550415039,127.25,127.25,123.54000091552734,123.87000274658203,1281900
2001-05-07,81.3232421875,126.19999694824219,127.31999969482422,126.19999694824219,126.72000122070312,97700
2001-05-08,81.41992950439453,126.3499984741211,127.05000305175781,125.75,127.0,124100
2001-05-09,81.09768676757812,125.8499984741211,126.58000183105469,125.08000183105469,125.31999969482422,1092400
2001-05-10,81.35546112060547,126.25,127.44000244140625,125.79000091552734,127.44000244140625,51200
2001-05-11,80.65306091308594,125.16000366210938,126.41000366210938,124.5,126.25,94600
2001-05-14,80.77548217773438,125.3499984741211,125.41999816894531,124.47000122070312,125.05000305175781,111700
2001-05-15,80.75616455078125,125.31999969482422,126.19000244140625,125.0,125.4000015258789,56100
2001-05-16,83.09536743164062,128.9499969482422,129.0800018310547,124.75,124.75,84600
2001-05-17,83.35958862304688,129.36000061035156,130.0800018310547,128.75,129.00999450683594,114000
2001-05-18,83.63021087646484,129.77999877929688,129.77999877929688,128.64999389648438,129.08999633789062,71400
2001-05-21,84.84809112548828,131.6699981689453,131.75,129.39999389648438,129.8000030517578,1092200
2001-05-22,84.60970306396484,131.3000030517578,132.02999877929688,131.1999969482422,131.8800048828125,556500
2001-05-23,83.37242889404297,129.3800048828125,130.89999389648438,129.3800048828125,130.6999969482422,874900
2001-05-24,83.62379455566406,129.77000427246094,129.9600067138672,128.6999969482422,129.64999389648438,1064100
2001-05-25,82.59270477294922,128.1699981689453,129.6699981689453,128.10000610351562,129.66000366210938,505400
2001-05-29,81.95478057861328,127.18000030517578,128.3800048828125,127.0,128.3800048828125,182400
2001-05-30,80.74974822998047,125.30999755859375,127.05000305175781,125.0,126.70999908447266,265400
2001-05-31,81.02039337158203,125.7300033569336,126.63999938964844,125.25,125.6500015258789,1876800
2001-06-01,81.76786804199219,126.88999938964844,127.05999755859375,125.1500015258789,126.1500015258789,432400
2001-06-04,81.89034271240234,127.08000183105469,127.18000030517578,126.30999755859375,126.9800033569336,214800
2001-06-05,83.03092956542969,128.85000610351562,129.22999572753906,127.37000274658203,127.4000015258789,150700
2001-06-06,82.19965362548828,127.55999755859375,128.72000122070312,127.33999633789062,128.72000122070312,121800
2001-06-07,82.56696319580078,128.1300048828125,128.13999938964844,127.05000305175781,127.37000274658203,383600
2001-06-08,81.93540954589844,127.1500015258789,127.80999755859375,126.19999694824219,127.80999755859375,59400
2001-06-11,81.27115631103516,125.7699966430664,126.68000030517578,125.05000305175781,126.5999984741211,448800
2001-06-12,81.15486145019531,125.58999633789062,126.2699966430664,123.66000366210938,124.69999694824219,413500
2001-06-13,80.48924255371094,124.55999755859375,126.1500015258789,124.47000122070312,125.58000183105469,102100
2001-06-14,78.58301544189453,121.61000061035156,123.91000366210938,121.61000061035156,123.91000366210938,396600
2001-06-15,78.7315902709961,121.83999633789062,122.2699966430664,120.66000366210938,120.9000015258789,429300
2001-06-18,78.15654754638672,120.94999694824219,122.30999755859375,120.94999694824219,121.70999908447266,3350000
2001-06-19,78.41503143310547,121.3499984741211,122.87999725341797,121.0,122.41999816894531,76400
2001-06-20,79.01597595214844,122.27999877929688,122.72000122070312,121.12999725341797,121.12999725341797,203800
2001-06-21,79.92060852050781,123.68000030517578,124.23999786376953,122.12000274658203,122.12000274658203,64400
2001-06-22,79.4036636352539,122.87999725341797,123.58999633789062,122.44000244140625,123.51000213623047,326400
2001-06-25,78.93843078613281,122.16000366210938,123.37999725341797,121.5999984741211,123.12999725341797,217800
2001-06-26,78.52484130859375,121.5199966430664,122.38999938964844,120.69999694824219,120.75,248600
2001-06-27,78.38914489746094,121.30999755859375,122.20999908447266,120.98999786376953,121.54000091552734,142500
2001-06-28,79.35844421386719,122.80999755859375,123.80999755859375,122.0,122.0,68000
2001-06-29,79.28087615966797,122.69000244140625,123.9800033569336,122.52999877929688,122.80000305175781,601600
2001-07-02,80.06922912597656,123.91000366210938,124.23999786376953,122.69999694824219,123.01000213623047,44000
2001-07-03,80.12741088867188,124.0,124.0,123.13999938964844,123.87999725341797,34200
2001-07-05,78.83502197265625,122.0,123.45999908447266,122.0,123.0,1682400
2001-07-06,76.80599975585938,118.86000061035156,121.41999816894531,118.86000061035156,121.30000305175781,1753500
2001-07-09,77.33586120605469,119.68000030517578,120.4000015258789,119.4000015258789,119.55000305175781,1011900
2001-07-10,76.4570541381836,118.31999969482422,120.52999877929688,118.20999908447266,120.43000030517578,437000
2001-07-11,76.43119812011719,118.27999877929688,118.66999816894531,117.23999786376953,118.19999694824219,108800
2001-07-12,78.30514526367188,121.18000030517578,121.37000274658203,119.37999725341797,119.5199966430664,315100
2001-07-13,78.83502197265625,122.0,122.19999694824219,120.66000366210938,120.80999755859375,101800
2001-07-16,78.01435089111328,120.7300033569336,122.11000061035156,120.29000091552734,121.9000015258789,960100
2001-07-17,78.64115142822266,121.69999694824219,121.83999633789062,119.9800033569336,120.30999755859375,39400
2001-07-18,78.1177749633789,120.88999938964844,121.16999816894531,120.25,120.58000183105469,76400
2001-07-19,78.44084167480469,121.38999938964844,122.87999725341797,121.0,122.0,61600
2001-07-20,78.35037994384766,121.25,121.83999633789062,121.1500015258789,121.30000305175781,459100
2001-07-23,76.8964614868164,119.0,121.77999877929688,119.0,121.77999877929688,60600
2001-07-24,76.03703308105469,117.66999816894531,119.08000183105469,116.7300033569336,119.0,823000
2001-07-25,77.0579833984375,119.25,119.4000015258789,117.62999725341797,117.80999755859375,599800
2001-07-26,78.04019927978516,120.7699966430664,120.81999969482422,118.6500015258789,118.91999816894531,155800
2001-07-27,78.09188079833984,120.8499984741211,121.25,119.95999908447266,120.62000274658203,61600
2001-07-30,78.04019927978516,120.7699966430664,121.12000274658203,120.33000183105469,121.12000274658203,43800
2001-07-31,78.3826675415039,121.30000305175781,122.6500015258789,120.91000366210938,120.9800033569336,142800
2001-08-01,78.8932113647461,122.08999633789062,122.69000244140625,121.63999938964844,122.0199966430664,41600
2001-08-02,79.14517974853516,122.4800033569336,123.05000305175781,121.94999694824219,123.0,107700
2001-08-03,78.78974151611328,121.93000030517578,122.2300033569336,120.98999786376953,122.2300033569336,91000
2001-08-06,77.7623519897461,120.33999633789062,121.47000122070312,120.0999984741211,121.47000122070312,57900
2001-08-07,78.07898712158203,120.83000183105469,121.1500015258789,120.0,120.33000183105469,54000
2001-08-08,76.59921264648438,118.54000091552734,121.04000091552734,118.52999877929688,120.08999633789062,55500
2001-08-09,76.75428009033203,118.77999877929688,118.77999877929688,117.93000030517578,118.55999755859375,83800
2001-08-10,77.23246002197266,119.5199966430664,119.6500015258789,117.44999694824219,118.62000274658203,60900
2001-08-13,77.22603607177734,119.51000213623047,119.6500015258789,118.91000366210938,119.55000305175781,248000
2001-08-14,77.09029388427734,119.30000305175781,120.27999877929688,118.86000061035156,120.0,84700
2001-08-15,76.35368347167969,118.16000366210938,119.44999694824219,118.16000366210938,119.3499984741211,65500
2001-08-16,76.61861419677734,118.56999969482422,118.5999984741211,117.0999984741211,117.62999725341797,63800
2001-08-17,75.46839141845703,116.79000091552734,117.7699966430664,116.0999984741211,117.55000305175781,79800
2001-08-20,75.88839721679688,117.44000244140625,117.61000061035156,116.62000274658203,116.75,39500
2001-08-21,74.95789337158203,116.0,118.4800033569336,116.0,117.69999694824219,320800
2001-08-22,75.62991333007812,117.04000091552734,117.30000305175781,116.0,116.68000030517578,195500
2001-08-23,75.38435363769531,116.66000366210938,117.45999908447266,116.58999633789062,116.83999633789062,219700
2001-08-24,76.69613647460938,118.69000244140625,119.0,116.76000213623047,117.01000213623047,177400
2001-08-27,76.48292541503906,118.36000061035156,119.06999969482422,118.36000061035156,118.79000091552734,55600
2001-08-28,75.37794494628906,116.6500015258789,118.41000366210938,116.62000274658203,118.2300033569336,150000
2001-08-29,74.62832641601562,115.48999786376953,117.11000061035156,115.2699966430664,117.11000061035156,91700
2001-08-30,73.13565826416016,113.18000030517578,115.66999816894531,112.91999816894531,115.0999984741211,154500
2001-08-31,73.81413269042969,114.2300033569336,114.6500015258789,113.19999694824219,113.19999694824219,129500
2001-09-04,73.32948303222656,113.4800033569336,116.05000305175781,113.4800033569336,114.01000213623047,1937500
2001-09-05,73.37468719482422,113.55000305175781,114.05000305175781,112.0,113.29000091552734,226700
2001-09-06,71.8368148803711,111.16999816894531,113.1500015258789,111.16999816894531,112.62999725341797,60500
2001-09-07,70.29888916015625,108.79000091552734,111.08000183105469,108.7300033569336,110.1500015258789,136300
