Date,Adj Close,Close,High,Low,Open,Volume
2010-01-04,3.0978853702545166,3.3062500953674316,3.309999942779541,3.28125,3.28125,480800
2010-01-05,3.106083631515503,3.315000057220459,3.319999933242798,3.296250104904175,3.3125,372000
2010-01-06,3.103741407394409,3.3125,3.325000047683716,3.3112499713897705,3.315000057220459,289600
2010-01-07,3.1131105422973633,3.322499990463257,3.3237500190734863,3.297499895095825,3.3137500286102295,514400
2010-01-08,3.1330220699310303,3.34375,3.3450000286102295,3.309999942779541,3.319999933242798,475200
2010-01-11,3.134192943572998,3.3450000286102295,3.358750104904175,3.325000047683716,3.358750104904175,705600
2010-01-12,3.089686870574951,3.297499895095825,3.322499990463257,3.2874999046325684,3.322499990463257,789600
2010-01-13,3.121309280395508,3.331249952316284,3.3350000381469727,3.2850000858306885,3.3062500953674316,288000
2010-01-14,3.1283366680145264,3.338749885559082,3.3399999141693115,3.3212499618530273,3.325000047683716,536000
2010-01-15,3.0955429077148438,3.3037500381469727,3.341249942779541,3.2925000190734863,3.341249942779541,703200
2010-01-19,3.134192943572998,3.3450000286102295,3.3450000286102295,3.3037500381469727,3.3125,981600
2010-01-20,3.0967137813568115,3.305000066757202,3.3262500762939453,3.278749942779541,3.3262500762939453,796000
2010-01-21,3.0522074699401855,3.257499933242798,3.322499990463257,3.25,3.3125,729600
2010-01-22,2.9760773181915283,3.1762499809265137,3.2462499141693115,3.1700000762939453,3.2462499141693115,927200
2010-01-25,2.9877896308898926,3.1887500286102295,3.2100000381469727,3.180000066757202,3.200000047683716,551200
2010-01-26,2.981934070587158,3.182499885559082,3.2149999141693115,3.163749933242798,3.1762499809265137,652000
2010-01-27,2.9948172569274902,3.1962499618530273,3.1987500190734863,3.1524999141693115,3.1837499141693115,217600
2010-01-28,2.9479689598083496,3.146250009536743,3.197499990463257,3.125,3.1962499618530273,339200
2010-01-29,2.912832260131836,3.108750104904175,3.1737499237060547,3.0999999046325684,3.161250114440918,324800
2010-02-01,2.9491400718688965,3.1475000381469727,3.1475000381469727,3.119999885559082,3.1212499141693115,238400
2010-02-02,2.9877896308898926,3.1887500286102295,3.1887500286102295,3.1524999141693115,3.161250114440918,2448800
2010-02-03,2.9784204959869385,3.1787500381469727,3.1887500286102295,3.1700000762939453,3.1762499809265137,299200
2010-02-04,2.882380247116089,3.0762500762939453,3.153749942779541,3.0712499618530273,3.153749942779541,496800
2010-02-05,2.895263195037842,3.0899999141693115,3.0899999141693115,3.0250000953674316,3.0850000381469727,1108800
2010-02-08,2.881209135055542,3.075000047683716,3.1112499237060547,3.075000047683716,3.0924999713897705,448000
2010-02-09,2.914003610610962,3.109999895095825,3.134999990463257,3.086250066757202,3.109999895095825,487200
